menu_fd_Code,menu_fd_Nm,menu_upper_Fd_Group_Nm,menu_fd_Group_Nm,menu_fd_Wgh,ingredient_fd_Code,ingredient_food_Code,ingredient_food_Nm,ingredient_fd_Eng_Nm,ingredient_nation_Std_Food_Grupp_Code_Nm,ingredient_origin_Code_Nm,ingredient_food_Wgh,ingredient_allrgy_Info,ingredient_onslf_Std_Food_Grupp_Nm,ingredient_amplt_Cl_Nm
D052124,마른새우아욱국,,,77.00,D052124,F03646,"소금, 구운소금","Salt(Sogeum), Roasted",조미료류,농진청,1.00,null,null,null
D052125,바지락된장찌개,,,132.20,D052125,F00470,두부,"Tofu, Firm",두류,농진청,30.00,대두(콩),null,null
D052125,바지락된장찌개,,,132.20,D052125,F01182,"호박, 애호박, 생것","Pumpkin, Young, Raw",채소류,농진청,30.00,null,null,null
D052125,바지락된장찌개,,,132.20,D052125,F02849,"된장, 재래","Doenjang, Korean traditional type",조미료류,농진청,20.00,대두(콩),null,null
D052125,바지락된장찌개,,,132.20,D052125,F02384,"바지락, 생것","Little neck clam, Wild, Raw",어패류 및 기타 수산물,null,20.00,"어패류(굴, 전복, 홍합 포함)",null,null
D052125,바지락된장찌개,,,132.20,D052125,F00305,"감자, 대지, 생것","Potato(Gamja), Daeji, Raw",감자 및 전분류,농진청,20.00,null,null,null
D052125,바지락된장찌개,,,132.20,D052125,F00702,"당근, 뿌리, 생것","Carrot(Danggeun), Root, Raw",채소류,농진청,5.00,null,null,null
D052125,바지락된장찌개,,,132.20,D052125,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,2.00,null,null,null
D052125,바지락된장찌개,,,132.20,D052125,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D052125,바지락된장찌개,,,132.20,D052125,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,1.00,대두(콩),null,null
D052125,바지락된장찌개,,,132.20,D052125,F00620,"고추, 풋고추, 생것","Hot pepper(Gochu), Green, Raw",채소류,농진청,1.00,null,null,null
D052125,바지락된장찌개,,,132.20,D052125,F00622,"고추, 빨간색, 생것","Hot pepper(Gochu), Red, Raw",채소류,농진청,1.00,null,null,null
D052125,바지락된장찌개,,,132.20,D052125,F02875,"소금, 천일염","Salt(Sogeum), Sun-dried salt",조미료류,농진청,0.20,null,null,null
D052126,바지락살냉이국,,,54.00,D052126,F01117,"콩나물, 생것","Soybean sprout(Kongnamul), Raw",채소류,농진청,20.00,null,null,null
D052126,바지락살냉이국,,,54.00,D052126,F02847,"된장, 개량",Doenjang,조미료류,농진청,10.00,대두(콩),null,null
D052126,바지락살냉이국,,,54.00,D052126,F00683,"냉이, 생것","Shepherd&amp;#27;s purse(Naeng-i), Raw",채소류,농진청,10.00,null,null,null
D052126,바지락살냉이국,,,54.00,D052126,F02384,"바지락, 생것","Little neck clam, Wild, Raw",어패류 및 기타 수산물,null,7.00,"어패류(굴, 전복, 홍합 포함)",null,null
D052126,바지락살냉이국,,,54.00,D052126,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,3.00,null,null,null
D052126,바지락살냉이국,,,54.00,D052126,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,2.00,null,null,null
D052126,바지락살냉이국,,,54.00,D052126,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D052126,바지락살냉이국,,,54.00,D052126,F03386,"마늘, 다진것","Garlic(Maneul), Minced",채소류,농진청,1.00,null,null,null
D052127,소고기쑥된장국,,,67.20,D052127,F01696,"소고기, 한우, 양지, 생것","Beef meat, Hanwoo, Brisket(Yangji), Raw",육류,농진청,20.00,쇠고기,null,null
D052127,소고기쑥된장국,,,67.20,D052127,F00966,"쑥, 생것","Mugwort(Ssuk), Raw",채소류,농진청,20.00,null,null,null
D052127,소고기쑥된장국,,,67.20,D052127,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,10.00,null,null,null
D052127,소고기쑥된장국,,,67.20,D052127,F02847,"된장, 개량",Doenjang,조미료류,농진청,7.00,대두(콩),null,null
D052127,소고기쑥된장국,,,67.20,D052127,F01271,"표고버섯, 배지재배, 생것","Oak mushroom(Pyogo-beoseot), On the growing medium, Raw",버섯류,농진청,2.50,null,null,null
D052127,소고기쑥된장국,,,67.20,D052127,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D052127,소고기쑥된장국,,,67.20,D052127,F02066,"명태, 북어, 말린것","Alaska pollock, Dried",어패류 및 기타 수산물,농진청,1.00,null,null,null
D052127,소고기쑥된장국,,,67.20,D052127,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.00,null,null,null
D052127,소고기쑥된장국,,,67.20,D052127,F02493,"새우, 꽃새우, 삶아서 말린것","Southern rough shrimp, Boiled and dried",어패류 및 기타 수산물,null,1.00,새우,null,null
D052127,소고기쑥된장국,,,67.20,D052127,F00632,"고추, 청양고추, 생것","Hot pepper(Gochu), Cheongyang, Green, Raw",채소류,농진청,1.00,null,null,null
D052127,소고기쑥된장국,,,67.20,D052127,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,1.00,null,null,null
D052127,소고기쑥된장국,,,67.20,D052127,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.00,null,null,null
D052127,소고기쑥된장국,,,67.20,D052127,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,0.70,null,null,null
D052128,시래기콩나물국,,,43.00,D052128,F00777,"무청, 시래기, 말린것, 삶은것","Radish leaf, Dried, Boiled",채소류,농진청,20.00,null,null,null
D052128,시래기콩나물국,,,43.00,D052128,F01117,"콩나물, 생것","Soybean sprout(Kongnamul), Raw",채소류,농진청,15.00,null,null,null
D052128,시래기콩나물국,,,43.00,D052128,F02847,"된장, 개량",Doenjang,조미료류,농진청,3.00,대두(콩),null,null
D052128,시래기콩나물국,,,43.00,D052128,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,3.00,null,null,null
D052128,시래기콩나물국,,,43.00,D052128,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.00,null,null,null
D052128,시래기콩나물국,,,43.00,D052128,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,0.50,null,null,null
D052128,시래기콩나물국,,,43.00,D052128,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,0.30,null,null,null
D052128,시래기콩나물국,,,43.00,D052128,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,0.20,null,null,null
D052129,아욱두부된장국,,,33.00,D052129,F00981,"아욱, 생것","Curled mallow(Auk), Raw",채소류,농진청,20.00,null,null,null
D052129,아욱두부된장국,,,33.00,D052129,F00470,두부,"Tofu, Firm",두류,농진청,10.00,대두(콩),null,null
D052129,아욱두부된장국,,,33.00,D052129,F02847,"된장, 개량",Doenjang,조미료류,농진청,1.00,대두(콩),null,null
D052129,아욱두부된장국,,,33.00,D052129,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.00,null,null,null
D052129,아욱두부된장국,,,33.00,D052129,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,0.50,null,null,null
D052129,아욱두부된장국,,,33.00,D052129,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,0.50,null,null,null
D052130,아욱부추된장국,,,69.00,D052130,F00981,"아욱, 생것","Curled mallow(Auk), Raw",채소류,농진청,40.00,null,null,null
D052130,아욱부추된장국,,,69.00,D052130,F02847,"된장, 개량",Doenjang,조미료류,농진청,10.00,대두(콩),null,null
D052130,아욱부추된장국,,,69.00,D052130,F03384,"부추, 솔부추, 데친것","Chinese chive(Solbuchu), Blanched",채소류,농진청,10.00,null,null,null
D052130,아욱부추된장국,,,69.00,D052130,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,3.00,null,null,null
D052130,아욱부추된장국,,,69.00,D052130,F03646,"소금, 구운소금","Salt(Sogeum), Roasted",조미료류,농진청,2.00,null,null,null
D052130,아욱부추된장국,,,69.00,D052130,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,2.00,대두(콩),null,null
D052130,아욱부추된장국,,,69.00,D052130,F03386,"마늘, 다진것","Garlic(Maneul), Minced",채소류,농진청,2.00,null,null,null
D052131,아욱양파된장국,,,75.00,D052131,F00981,"아욱, 생것","Curled mallow(Auk), Raw",채소류,농진청,50.00,null,null,null
D052131,아욱양파된장국,,,75.00,D052131,F02849,"된장, 재래","Doenjang, Korean traditional type",조미료류,농진청,10.00,대두(콩),null,null
D052131,아욱양파된장국,,,75.00,D052131,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,10.00,null,null,null
D052131,아욱양파된장국,,,75.00,D052131,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D052131,아욱양파된장국,,,75.00,D052131,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D052131,아욱양파된장국,,,75.00,D052131,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.00,null,null,null
D052131,아욱양파된장국,,,75.00,D052131,F03386,"마늘, 다진것","Garlic(Maneul), Minced",채소류,농진청,1.00,null,null,null
D052132,얼큰감자된장국,,,67.00,D052132,F01182,"호박, 애호박, 생것","Pumpkin, Young, Raw",채소류,농진청,20.00,null,null,null
D052132,얼큰감자된장국,,,67.00,D052132,F00470,두부,"Tofu, Firm",두류,농진청,10.00,대두(콩),null,null
D052132,얼큰감자된장국,,,67.00,D052132,F00305,"감자, 대지, 생것","Potato(Gamja), Daeji, Raw",감자 및 전분류,농진청,10.00,null,null,null
D052132,얼큰감자된장국,,,67.00,D052132,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,10.00,null,null,null
D052132,얼큰감자된장국,,,67.00,D052132,F00702,"당근, 뿌리, 생것","Carrot(Danggeun), Root, Raw",채소류,농진청,10.00,null,null,null
D052132,얼큰감자된장국,,,67.00,D052132,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D052132,얼큰감자된장국,,,67.00,D052132,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.00,null,null,null
D052132,얼큰감자된장국,,,67.00,D052132,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.00,null,null,null
D052132,얼큰감자된장국,,,67.00,D052132,F00620,"고추, 풋고추, 생것","Hot pepper(Gochu), Green, Raw",채소류,농진청,1.00,null,null,null
D052132,얼큰감자된장국,,,67.00,D052132,F00632,"고추, 청양고추, 생것","Hot pepper(Gochu), Cheongyang, Green, Raw",채소류,농진청,1.00,null,null,null
D052132,얼큰감자된장국,,,67.00,D052132,F00622,"고추, 빨간색, 생것","Hot pepper(Gochu), Red, Raw",채소류,농진청,1.00,null,null,null
D052132,얼큰감자된장국,,,67.00,D052132,F03386,"마늘, 다진것","Garlic(Maneul), Minced",채소류,농진청,1.00,null,null,null
D052133,채소미소된장국,,,49.50,D052133,F00305,"감자, 대지, 생것","Potato(Gamja), Daeji, Raw",감자 및 전분류,농진청,20.00,null,null,null
D052133,채소미소된장국,,,49.50,D052133,F02847,"된장, 개량",Doenjang,조미료류,농진청,10.00,대두(콩),null,null
D052133,채소미소된장국,,,49.50,D052133,F01251,"큰느타리버섯(새송이버섯), 생것","King oyster mushroom(Keunneutari-beoseot), Raw",버섯류,농진청,10.00,null,null,null
D052133,채소미소된장국,,,49.50,D052133,F00702,"당근, 뿌리, 생것","Carrot(Danggeun), Root, Raw",채소류,농진청,5.00,null,null,null
D052133,채소미소된장국,,,49.50,D052133,F01148,"파, 쪽파, 생것","Welsh onion, Shallot, Raw",채소류,농진청,2.00,null,null,null
D052133,채소미소된장국,,,49.50,D052133,F02858,맛술,"Cooking alcohol, Matsul",조미료류,농진청,1.00,null,null,null
D052133,채소미소된장국,,,49.50,D052133,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D052133,채소미소된장국,,,49.50,D052133,F03386,"마늘, 다진것","Garlic(Maneul), Minced",채소류,농진청,0.50,null,null,null
D052134,팽이미소된장국,,,43.10,D052134,F00470,두부,"Tofu, Firm",두류,농진청,20.00,대두(콩),null,null
D052134,팽이미소된장국,,,43.10,D052134,F02847,"된장, 개량",Doenjang,조미료류,농진청,10.00,대두(콩),null,null
D052134,팽이미소된장국,,,43.10,D052134,F01257,"팽이버섯, 생것","Winter mushroom(Paengi-beoseot), Raw",버섯류,농진청,10.00,null,null,null
D052134,팽이미소된장국,,,43.10,D052134,F01148,"파, 쪽파, 생것","Welsh onion, Shallot, Raw",채소류,농진청,2.00,null,null,null
D052134,팽이미소된장국,,,43.10,D052134,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,0.50,null,null,null
D052134,팽이미소된장국,,,43.10,D052134,F03386,"마늘, 다진것","Garlic(Maneul), Minced",채소류,농진청,0.50,null,null,null
D052134,팽이미소된장국,,,43.10,D052134,F02599,"미역, 말린것","Sea mustard, Dried",해조류,농진청,0.10,null,null,null
D052135,두부시금치된장국,,,101.20,D052135,F00952,"시금치, 생것","Spinach(Sigeumchi), Raw",채소류,농진청,40.00,null,null,null
D052135,두부시금치된장국,,,101.20,D052135,F02416,"조개, 가무락조개, 생것","Chinese cyclina, Raw",어패류 및 기타 수산물,null,20.00,"어패류(굴, 전복, 홍합 포함)",null,null
D052135,두부시금치된장국,,,101.20,D052135,F00470,두부,"Tofu, Firm",두류,농진청,15.00,대두(콩),null,null
D052135,두부시금치된장국,,,101.20,D052135,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,10.00,null,null,null
D052135,두부시금치된장국,,,101.20,D052135,F02847,"된장, 개량",Doenjang,조미료류,농진청,5.00,대두(콩),null,null
D052135,두부시금치된장국,,,101.20,D052135,F01272,"표고버섯, 배지재배, 말린것","Oak mushroom(Pyogo-beoseot), On the growing medium, Dried",버섯류,농진청,2.50,null,null,null
D052135,두부시금치된장국,,,101.20,D052135,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.70,null,null,null
D052135,두부시금치된장국,,,101.20,D052135,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D052135,두부시금치된장국,,,101.20,D052135,F02066,"명태, 북어, 말린것","Alaska pollock, Dried",어패류 및 기타 수산물,농진청,1.00,null,null,null
D052135,두부시금치된장국,,,101.20,D052135,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.00,null,null,null
D052135,두부시금치된장국,,,101.20,D052135,F02493,"새우, 꽃새우, 삶아서 말린것","Southern rough shrimp, Boiled and dried",어패류 및 기타 수산물,null,1.00,새우,null,null
D052135,두부시금치된장국,,,101.20,D052135,F00632,"고추, 청양고추, 생것","Hot pepper(Gochu), Cheongyang, Green, Raw",채소류,농진청,1.00,null,null,null
D052135,두부시금치된장국,,,101.20,D052135,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,1.00,null,null,null
D052135,두부시금치된장국,,,101.20,D052135,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.00,null,null,null
D052136,들깨시래기된장국,,,98.50,D052136,F00470,두부,"Tofu, Firm",두류,농진청,30.00,대두(콩),null,null
D052136,들깨시래기된장국,,,98.50,D052136,F00777,"무청, 시래기, 말린것, 삶은것","Radish leaf, Dried, Boiled",채소류,농진청,30.00,null,null,null
D052136,들깨시래기된장국,,,98.50,D052136,F02847,"된장, 개량",Doenjang,조미료류,농진청,10.00,대두(콩),null,null
D052136,들깨시래기된장국,,,98.50,D052136,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,10.00,null,null,null
D052136,들깨시래기된장국,,,98.50,D052136,F00495,"들깨, 볶은것","Perilla seed(Deulkkae), Roasted",견과 및 종실류,농진청,5.00,null,null,null
D052136,들깨시래기된장국,,,98.50,D052136,F01271,"표고버섯, 배지재배, 생것","Oak mushroom(Pyogo-beoseot), On the growing medium, Raw",버섯류,농진청,2.50,null,null,null
D052136,들깨시래기된장국,,,98.50,D052136,F00279,"찹쌀, 백미, 가루","Rice(Ssal), Glutinous, White, Powder",곡류 및 그 제품,농진청,2.00,null,null,null
D052136,들깨시래기된장국,,,98.50,D052136,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,2.00,null,null,null
D052136,들깨시래기된장국,,,98.50,D052136,F02586,"다시마, 말린것","Brown Kelp, Dried",해조류,null,1.00,null,null,null
D052136,들깨시래기된장국,,,98.50,D052136,F02066,"명태, 북어, 말린것","Alaska pollock, Dried",어패류 및 기타 수산물,농진청,1.00,null,null,null
D052136,들깨시래기된장국,,,98.50,D052136,F02056,"멸치, 대멸치, 삶아서 말린것","Anchovy, Large, Boiled and dried",어패류 및 기타 수산물,null,1.00,null,null,null
D052136,들깨시래기된장국,,,98.50,D052136,F02493,"새우, 꽃새우, 삶아서 말린것","Southern rough shrimp, Boiled and dried",어패류 및 기타 수산물,null,1.00,새우,null,null
D052136,들깨시래기된장국,,,98.50,D052136,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.00,null,null,null
