menu_fd_Code,menu_fd_Nm,menu_upper_Fd_Group_Nm,menu_fd_Group_Nm,menu_fd_Wgh,ingredient_fd_Code,ingredient_food_Code,ingredient_food_Nm,ingredient_fd_Eng_Nm,ingredient_nation_Std_Food_Grupp_Code_Nm,ingredient_origin_Code_Nm,ingredient_food_Wgh,ingredient_allrgy_Info,ingredient_onslf_Std_Food_Grupp_Nm,ingredient_amplt_Cl_Nm
D132018,버섯무침(팽이버섯),,,58.00,D132018,F01258,"팽이버섯, 데친것","Winter mushroom(Paengi-beoseot), Blanched",버섯류,농진청,40.00,null,null,null
D132018,버섯무침(팽이버섯),,,58.00,D132018,F00868,"부추, 재래종, 생것","Chinese chive, Native, Raw",채소류,농진청,8.00,null,null,null
D132018,버섯무침(팽이버섯),,,58.00,D132018,F00622,"고추, 빨간색, 생것","Hot pepper(Gochu), Red, Raw",채소류,농진청,2.00,null,null,null
D132018,버섯무침(팽이버섯),,,58.00,D132018,F02888,"식초, 양조","Vinegar(Sikcho), Brewing",조미료류,농진청,2.00,null,null,null
D132018,버섯무침(팽이버섯),,,58.00,D132018,F00551,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,2.00,null,null,null
D132018,버섯무침(팽이버섯),,,58.00,D132018,F02838,고춧가루,"Red pepper, Powder",조미료류,농진청,1.00,null,null,null
D132018,버섯무침(팽이버섯),,,58.00,D132018,F02063,"멸치, 액젓","Anchovy, Fish sauce, Salt-fermented",어패류 및 기타 수산물,농진청,1.00,null,null,null
D132018,버섯무침(팽이버섯),,,58.00,D132018,F00394,"설탕, 백설탕","Sugar, White",당류,농진청,1.00,null,null,null
D132018,버섯무침(팽이버섯),,,58.00,D132018,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132019,비름나물,,,79.00,D132019,F00881,"비름, 데친것","Edible amaranth(Bireum), Blanched",채소류,농진청,70.00,null,null,null
D132019,비름나물,,,79.00,D132019,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,2.00,null,null,null
D132019,비름나물,,,79.00,D132019,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,2.00,null,null,null
D132019,비름나물,,,79.00,D132019,F01148,"파, 쪽파, 생것","Welsh onion, Shallot, Raw",채소류,농진청,2.00,null,null,null
D132019,비름나물,,,79.00,D132019,F02838,고춧가루,"Red pepper, Powder",조미료류,농진청,1.00,null,null,null
D132019,비름나물,,,79.00,D132019,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.00,null,null,null
D132019,비름나물,,,79.00,D132019,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132020,숙주나물,,,38.00,D132020,F00940,"숙주나물, 데친것","Mungbean sprout(Sukjunamul), Blanched",채소류,농진청,30.00,null,null,null
D132020,숙주나물,,,38.00,D132020,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,5.00,null,null,null
D132020,숙주나물,,,38.00,D132020,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.00,null,null,null
D132020,숙주나물,,,38.00,D132020,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.00,null,null,null
D132020,숙주나물,,,38.00,D132020,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132021,숙주나물(게맛살),,,78.00,D132021,F00940,"숙주나물, 데친것","Mungbean sprout(Sukjunamul), Blanched",채소류,농진청,50.00,null,null,null
D132021,숙주나물(게맛살),,,78.00,D132021,F02463,"게맛살, 어육함량이 낮은것","Imitation crab stick, High in starch",어패류 및 기타 수산물,농진청,20.00,게,null,null
D132021,숙주나물(게맛살),,,78.00,D132021,F01147,"파, 쪽파, 생것","Welsh onion, Shallot, Raw",채소류,농진청,5.00,null,null,null
D132021,숙주나물(게맛살),,,78.00,D132021,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.00,null,null,null
D132021,숙주나물(게맛살),,,78.00,D132021,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.00,null,null,null
D132021,숙주나물(게맛살),,,78.00,D132021,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132022,숙주나물(미나리),,,74.00,D132022,F00940,"숙주나물, 데친것","Mungbean sprout(Sukjunamul), Blanched",채소류,농진청,50.00,null,null,null
D132022,숙주나물(미나리),,,74.00,D132022,F00793,"미나리, 물미나리, 데친것","Water dropwort(Minari), Whole, Blanched",채소류,농진청,20.00,null,null,null
D132022,숙주나물(미나리),,,74.00,D132022,F02827,"간장, 재래","Soy sauce, Korean traditional type",조미료류,농진청,1.00,대두(콩),null,null
D132022,숙주나물(미나리),,,74.00,D132022,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.00,null,null,null
D132022,숙주나물(미나리),,,74.00,D132022,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.00,null,null,null
D132022,숙주나물(미나리),,,74.00,D132022,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132023,시금치나물,,,93.00,D132023,F00953,"시금치, 데친것","Spinach(Sigeumchi), Blanched",채소류,농진청,80.00,null,null,null
D132023,시금치나물,,,93.00,D132023,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,6.00,null,null,null
D132023,시금치나물,,,93.00,D132023,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,3.00,null,null,null
D132023,시금치나물,,,93.00,D132023,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,2.00,null,null,null
D132023,시금치나물,,,93.00,D132023,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132023,시금치나물,,,93.00,D132023,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.00,null,null,null
D132024,시금치나물(간장),,,85.00,D132024,F00953,"시금치, 데친것","Spinach(Sigeumchi), Blanched",채소류,농진청,70.00,null,null,null
D132024,시금치나물(간장),,,85.00,D132024,F01147,"파, 쪽파, 생것","Welsh onion, Shallot, Raw",채소류,농진청,7.00,null,null,null
D132024,시금치나물(간장),,,85.00,D132024,F02827,"간장, 재래","Soy sauce, Korean traditional type",조미료류,농진청,3.00,대두(콩),null,null
D132024,시금치나물(간장),,,85.00,D132024,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.00,null,null,null
D132024,시금치나물(간장),,,85.00,D132024,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.00,null,null,null
D132024,시금치나물(간장),,,85.00,D132024,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.00,null,null,null
D132024,시금치나물(간장),,,85.00,D132024,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132024,시금치나물(간장),,,85.00,D132024,F00551,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.00,null,null,null
D132025,시금치나물(된장),,,98.00,D132025,F00953,"시금치, 데친것","Spinach(Sigeumchi), Blanched",채소류,농진청,80.00,null,null,null
D132025,시금치나물(된장),,,98.00,D132025,F02847,"된장, 개량",Doenjang,조미료류,농진청,6.00,대두(콩),null,null
D132025,시금치나물(된장),,,98.00,D132025,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,5.00,null,null,null
D132025,시금치나물(된장),,,98.00,D132025,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,3.00,null,null,null
D132025,시금치나물(된장),,,98.00,D132025,F02710,참기름,Sesame oil,유지류,농진청,2.00,null,null,null
D132025,시금치나물(된장),,,98.00,D132025,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.00,null,null,null
D132025,시금치나물(된장),,,98.00,D132025,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.00,null,null,null
D132026,시래기나물,,,57.00,D132026,F00777,"무청, 시래기, 말린것, 삶은것","Radish leaf, Dried, Boiled",채소류,농진청,50.00,null,null,null
D132026,시래기나물,,,57.00,D132026,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,2.00,null,null,null
D132026,시래기나물,,,57.00,D132026,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D132026,시래기나물,,,57.00,D132026,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.00,null,null,null
D132026,시래기나물,,,57.00,D132026,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.00,null,null,null
D132026,시래기나물,,,57.00,D132026,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132027,쑥갓나물,,,87.00,D132027,F00972,"쑥갓, 데친것","Crown daisy(Ssukgat), Blanched",채소류,농진청,70.00,null,null,null
D132027,쑥갓나물,,,87.00,D132027,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,5.00,대두(콩),null,null
D132027,쑥갓나물,,,87.00,D132027,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,3.00,null,null,null
D132027,쑥갓나물,,,87.00,D132027,F01147,"파, 쪽파, 생것","Welsh onion, Shallot, Raw",채소류,농진청,3.00,null,null,null
D132027,쑥갓나물,,,87.00,D132027,F02838,고춧가루,"Red pepper, Powder",조미료류,농진청,2.00,null,null,null
D132027,쑥갓나물,,,87.00,D132027,F02710,참기름,Sesame oil,유지류,농진청,2.00,null,null,null
D132027,쑥갓나물,,,87.00,D132027,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.00,null,null,null
D132027,쑥갓나물,,,87.00,D132027,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.00,null,null,null
D132028,쑥갓나물(유부),,,102.00,D132028,F00972,"쑥갓, 데친것","Crown daisy(Ssukgat), Blanched",채소류,농진청,70.00,null,null,null
D132028,쑥갓나물(유부),,,102.00,D132028,F00474,"두부, 유부","Tofu, Deep-fried thin slices of pressed tofu(Yubu)",두류,농진청,15.00,대두(콩),null,null
D132028,쑥갓나물(유부),,,102.00,D132028,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,5.00,대두(콩),null,null
D132028,쑥갓나물(유부),,,102.00,D132028,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,3.00,null,null,null
D132028,쑥갓나물(유부),,,102.00,D132028,F01147,"파, 쪽파, 생것","Welsh onion, Shallot, Raw",채소류,농진청,3.00,null,null,null
D132028,쑥갓나물(유부),,,102.00,D132028,F02838,고춧가루,"Red pepper, Powder",조미료류,농진청,2.00,null,null,null
D132028,쑥갓나물(유부),,,102.00,D132028,F02710,참기름,Sesame oil,유지류,농진청,2.00,null,null,null
D132028,쑥갓나물(유부),,,102.00,D132028,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.00,null,null,null
D132028,쑥갓나물(유부),,,102.00,D132028,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.00,null,null,null
D132029,씀바귀나물(초고추장),,,30.00,D132029,F00975,"씀바귀, 데친것","Sseumbagwi, Blanched",채소류,농진청,15.00,null,null,null
D132029,씀바귀나물(초고추장),,,30.00,D132029,F02836,"고추장, 개량",Gochujang,조미료류,농진청,7.00,대두(콩),null,null
D132029,씀바귀나물(초고추장),,,30.00,D132029,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,2.00,null,null,null
D132029,씀바귀나물(초고추장),,,30.00,D132029,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,2.00,null,null,null
D132029,씀바귀나물(초고추장),,,30.00,D132029,F02883,"식초, 감식초","Vinegar(Sikcho), Persimmon",조미료류,농진청,2.00,null,null,null
D132029,씀바귀나물(초고추장),,,30.00,D132029,F00394,"설탕, 백설탕","Sugar, White",당류,농진청,1.00,null,null,null
D132029,씀바귀나물(초고추장),,,30.00,D132029,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132030,오이나물,,,54.00,D132030,F01038,"오이, 취청, 생것","Cucumber(Oi), Chwicheong, Raw",채소류,농진청,40.00,null,null,null
D132030,오이나물,,,54.00,D132030,F01003,"양파, 데친것","Onion(Yangpa), Blanched",채소류,농진청,5.00,null,null,null
D132030,오이나물,,,54.00,D132030,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,4.00,null,null,null
D132030,오이나물,,,54.00,D132030,F00551,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,2.00,null,null,null
D132030,오이나물,,,54.00,D132030,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.00,null,null,null
D132030,오이나물,,,54.00,D132030,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.00,null,null,null
D132030,오이나물,,,54.00,D132030,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132031,우거지나물,,,53.00,D132031,F00845,"배추, 시래기, 말린것, 삶은것","Kimchi cabbage(Baechu), Dried, Boiled",채소류,농진청,40.00,null,null,null
D132031,우거지나물,,,53.00,D132031,F02710,참기름,Sesame oil,유지류,농진청,8.00,null,null,null
D132031,우거지나물,,,53.00,D132031,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D132031,우거지나물,,,53.00,D132031,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,1.00,대두(콩),null,null
D132031,우거지나물,,,53.00,D132031,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.00,null,null,null
D132031,우거지나물,,,53.00,D132031,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.00,null,null,null
D132032,유채나물,,,70.00,D132032,F01054,"유채, 잎, 데친것","Yuchae, Leaf, Blanched",채소류,농진청,60.00,null,null,null
D132032,유채나물,,,70.00,D132032,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,3.00,대두(콩),null,null
D132032,유채나물,,,70.00,D132032,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,2.00,null,null,null
D132032,유채나물,,,70.00,D132032,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,2.00,null,null,null
D132032,유채나물,,,70.00,D132032,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.00,null,null,null
D132032,유채나물,,,70.00,D132032,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132032,유채나물,,,70.00,D132032,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.00,null,null,null
D132033,질경이나물,,,70.00,D132033,F01077,"질경이, 데친것","Asian plantain, Blanched",채소류,농진청,60.00,null,null,null
D132033,질경이나물,,,70.00,D132033,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,3.00,대두(콩),null,null
D132033,질경이나물,,,70.00,D132033,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,2.00,null,null,null
D132033,질경이나물,,,70.00,D132033,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,2.00,null,null,null
D132033,질경이나물,,,70.00,D132033,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.00,null,null,null
D132033,질경이나물,,,70.00,D132033,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132033,질경이나물,,,70.00,D132033,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,1.00,null,null,null
D132034,취나물무침(된장),,,47.00,D132034,F01103,"취나물, 참취, 데친것","Rough aster(Chamchwi), Blanched",채소류,농진청,35.00,null,null,null
D132034,취나물무침(된장),,,47.00,D132034,F02847,"된장, 개량",Doenjang,조미료류,농진청,5.00,대두(콩),null,null
D132034,취나물무침(된장),,,47.00,D132034,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,2.00,대두(콩),null,null
D132034,취나물무침(된장),,,47.00,D132034,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D132034,취나물무침(된장),,,47.00,D132034,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.00,null,null,null
D132034,취나물무침(된장),,,47.00,D132034,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.00,null,null,null
D132034,취나물무침(된장),,,47.00,D132034,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132035,"취나물무침(말린것, 된장)",,,79.00,D132035,F01102,"취나물, 참취, 삶아서 말린것, 데친것","Rough aster(Chamchwi), Boiled and dried, Blanched",채소류,농진청,70.00,null,null,null
D132035,"취나물무침(말린것, 된장)",,,79.00,D132035,F02847,"된장, 개량",Doenjang,조미료류,농진청,5.00,대두(콩),null,null
D132035,"취나물무침(말린것, 된장)",,,79.00,D132035,F02838,고춧가루,"Red pepper, Powder",조미료류,농진청,1.00,null,null,null
D132035,"취나물무침(말린것, 된장)",,,79.00,D132035,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.00,null,null,null
D132035,"취나물무침(말린것, 된장)",,,79.00,D132035,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132035,"취나물무침(말린것, 된장)",,,79.00,D132035,F01147,"파, 쪽파, 생것","Welsh onion, Shallot, Raw",채소류,농진청,1.00,null,null,null
D132036,콩나물무침,,,77.00,D132036,F01120,"콩나물, 삶은것","Soybean sprout(Kongnamul), Boiled",채소류,농진청,70.00,null,null,null
D132036,콩나물무침,,,77.00,D132036,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,2.00,null,null,null
D132036,콩나물무침,,,77.00,D132036,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,2.00,null,null,null
D132036,콩나물무침,,,77.00,D132036,F01147,"파, 쪽파, 생것","Welsh onion, Shallot, Raw",채소류,농진청,2.00,null,null,null
D132036,콩나물무침,,,77.00,D132036,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132037,"콩나물무침(겨자, 미나리)",,,57.00,D132037,F01120,"콩나물, 삶은것","Soybean sprout(Kongnamul), Boiled",채소류,농진청,30.00,null,null,null
D132037,"콩나물무침(겨자, 미나리)",,,57.00,D132037,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,5.00,null,null,null
D132037,"콩나물무침(겨자, 미나리)",,,57.00,D132037,F00793,"미나리, 물미나리, 데친것","Water dropwort(Minari), Whole, Blanched",채소류,농진청,5.00,null,null,null
D132037,"콩나물무침(겨자, 미나리)",,,57.00,D132037,F01001,"양파, 생것","Onion(Yangpa), Raw",채소류,농진청,5.00,null,null,null
D132037,"콩나물무침(겨자, 미나리)",,,57.00,D132037,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,3.00,null,null,null
D132037,"콩나물무침(겨자, 미나리)",,,57.00,D132037,F02883,"식초, 감식초","Vinegar(Sikcho), Persimmon",조미료류,농진청,3.00,null,null,null
D132037,"콩나물무침(겨자, 미나리)",,,57.00,D132037,F00394,"설탕, 백설탕","Sugar, White",당류,농진청,2.00,null,null,null
D132037,"콩나물무침(겨자, 미나리)",,,57.00,D132037,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D132037,"콩나물무침(겨자, 미나리)",,,57.00,D132037,F02830,"겨자, 가루","Mustard, Powder",조미료류,농진청,1.00,null,null,null
D132037,"콩나물무침(겨자, 미나리)",,,57.00,D132037,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.00,null,null,null
D132038,콩나물무침(고춧가루),,,46.00,D132038,F01120,"콩나물, 삶은것","Soybean sprout(Kongnamul), Boiled",채소류,농진청,40.00,null,null,null
D132038,콩나물무침(고춧가루),,,46.00,D132038,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D132038,콩나물무침(고춧가루),,,46.00,D132038,F02838,고춧가루,"Red pepper, Powder",조미료류,농진청,1.00,null,null,null
D132038,콩나물무침(고춧가루),,,46.00,D132038,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.00,null,null,null
D132038,콩나물무침(고춧가루),,,46.00,D132038,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.00,null,null,null
D132038,콩나물무침(고춧가루),,,46.00,D132038,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132039,"콩나물무침(고춧가루, 어묵)",,,71.00,D132039,F02566,어묵,"Eomuk, Fried fish paste",어패류 및 기타 수산물,농진청,30.00,밀,null,null
D132039,"콩나물무침(고춧가루, 어묵)",,,71.00,D132039,F01120,"콩나물, 삶은것","Soybean sprout(Kongnamul), Boiled",채소류,농진청,30.00,null,null,null
D132039,"콩나물무침(고춧가루, 어묵)",,,71.00,D132039,F02827,"간장, 재래","Soy sauce, Korean traditional type",조미료류,농진청,3.00,대두(콩),null,null
D132039,"콩나물무침(고춧가루, 어묵)",,,71.00,D132039,F00394,"설탕, 백설탕","Sugar, White",당류,농진청,2.00,null,null,null
D132039,"콩나물무침(고춧가루, 어묵)",,,71.00,D132039,F02710,참기름,Sesame oil,유지류,농진청,2.00,null,null,null
D132039,"콩나물무침(고춧가루, 어묵)",,,71.00,D132039,F02927,"후추, 검은색, 가루","Pepper, Black, Powder",조미료류,농진청,2.00,null,null,null
D132039,"콩나물무침(고춧가루, 어묵)",,,71.00,D132039,F02838,고춧가루,"Red pepper, Powder",조미료류,농진청,1.00,null,null,null
D132039,"콩나물무침(고춧가루, 어묵)",,,71.00,D132039,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.00,null,null,null
D132040,콩나물무침(무),,,51.00,D132040,F01120,"콩나물, 삶은것","Soybean sprout(Kongnamul), Boiled",채소류,농진청,35.00,null,null,null
D132040,콩나물무침(무),,,51.00,D132040,F00772,"무, 조선무, 생것","Radish(Mu), Korean radish, Root, Raw",채소류,농진청,10.00,null,null,null
D132040,콩나물무침(무),,,51.00,D132040,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D132040,콩나물무침(무),,,51.00,D132040,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,1.00,null,null,null
D132040,콩나물무침(무),,,51.00,D132040,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,1.00,null,null,null
D132040,콩나물무침(무),,,51.00,D132040,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132040,콩나물무침(무),,,51.00,D132040,F00551,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.00,null,null,null
D132041,토란대무침(고추장),,,93.00,D132041,F01127,"토란대, 줄기, 말린것, 데친것","Taro stem(Torandae), Dried, Blanched",채소류,농진청,70.00,null,null,null
D132041,토란대무침(고추장),,,93.00,D132041,F02836,"고추장, 개량",Gochujang,조미료류,농진청,10.00,대두(콩),null,null
D132041,토란대무침(고추장),,,93.00,D132041,F01147,"파, 쪽파, 생것","Welsh onion, Shallot, Raw",채소류,농진청,5.00,null,null,null
D132041,토란대무침(고추장),,,93.00,D132041,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,2.00,null,null,null
D132041,토란대무침(고추장),,,93.00,D132041,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,2.00,null,null,null
D132041,토란대무침(고추장),,,93.00,D132041,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,1.00,대두(콩),null,null
D132041,토란대무침(고추장),,,93.00,D132041,F00394,"설탕, 백설탕","Sugar, White",당류,농진청,1.00,null,null,null
D132041,토란대무침(고추장),,,93.00,D132041,F02710,참기름,Sesame oil,유지류,농진청,1.00,null,null,null
D132041,토란대무침(고추장),,,93.00,D132041,F00551,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,1.00,null,null,null
D132042,호박나물(새우젓),,,65.00,D132042,F01185,"호박, 애호박, 데친것","Pumpkin, Young, Blanched",채소류,농진청,50.00,null,null,null
D132042,호박나물(새우젓),,,65.00,D132042,F02710,참기름,Sesame oil,유지류,농진청,4.00,null,null,null
D132042,호박나물(새우젓),,,65.00,D132042,F02876,"소금, 천일염, 가는소금","Salt(Sogeum), Sun-dried salt, Fine salt",조미료류,농진청,3.00,null,null,null
D132042,호박나물(새우젓),,,65.00,D132042,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,2.00,null,null,null
D132042,호박나물(새우젓),,,65.00,D132042,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,2.00,null,null,null
D132042,호박나물(새우젓),,,65.00,D132042,F02509,"새우, 젓새우, 생것","Akiami paste shrimp, Raw",어패류 및 기타 수산물,null,2.00,새우,null,null
D132042,호박나물(새우젓),,,65.00,D132042,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,2.00,null,null,null
D132044,가지나물,,,434.00,D132044,F00578,"가지, 데친것","Eggplant(Gaji), Blanched",채소류,농진청,360.00,null,null,null
D132044,가지나물,,,434.00,D132044,F02825,"간장, 개량, 양조","Soy sauce, Fermented type",조미료류,농진청,30.00,대두(콩),null,null
D132044,가지나물,,,434.00,D132044,F00739,"마늘, 생것","Garlic(Maneul), Raw",채소류,농진청,12.00,null,null,null
D132044,가지나물,,,434.00,D132044,F01149,"파, 대파, 생것","Welsh onion, Spring onion, Raw",채소류,농진청,12.00,null,null,null
D132044,가지나물,,,434.00,D132044,F02710,참기름,Sesame oil,유지류,농진청,14.00,null,null,null
D132044,가지나물,,,434.00,D132044,F02841,"참깨, 흰색, 볶은것","Sesame seed(Chamkkae), White, Roasted",견과 및 종실류,농진청,6.00,null,null,null
D132055,양하꽃대무침(양애깐무침),,,500.00,D132055,F01012,"양하, 생것","Mioga ginger, Raw",채소류,농진청,500.00,null,null,null
D132060,죽순채,,,454.00,D132060,F01755,"소고기, 한우(1등급), 우둔(우둔살), 생것","Beef meat, Hanwoo(1 grade), Top round(Top inside round), Raw",육류,농진청,30.00,쇠고기,null,null
D132060,죽순채,,,454.00,D132060,F00793,"미나리, 물미나리, 데친것","Water dropwort(Minari), Whole, Blanched",채소류,농진청,13.00,null,null,null
D132060,죽순채,,,454.00,D132060,F00940,"숙주나물, 데친것","Mungbean sprout(Sukjunamul), Blanched",채소류,농진청,25.00,null,null,null
