no,fd_Code,upper_Fd_Grupp_Nm,fd_Grupp_Nm,fd_Nm,fd_Wgh,food_Cnt
1197,D053074,국(탕)류,곰국 및 탕류,쑥완자탕,273.10,13
1198,D053075,국(탕)류,곰국 및 탕류,오리고기묵은지탕,226.20,14
1199,D053076,국(탕)류,곰국 및 탕류,오리육개장,365.00,11
1200,D053077,국(탕)류,곰국 및 탕류,토란 들깨탕,303.20,11
1201,D053078,국(탕)류,곰국 및 탕류,하계백탕,465.60,12
1202,D053079,국(탕)류,곰국 및 탕류,흑미삼계탕,450.00,10
1203,D053080,국(탕)류,곰국 및 탕류,관자해장국,1028.00,16
1204,D053081,국(탕)류,곰국 및 탕류,맑은육개장,542.00,13
1205,D053082,국(탕)류,곰국 및 탕류,해물들깨탕,1036.00,12
1206,D053083,국(탕)류,곰국 및 탕류,주꾸미연포탕,801.00,11
1207,D053084,국(탕)류,곰국 및 탕류,들깨된장육개장,517.00,16
1208,D053085,국(탕)류,곰국 및 탕류,견과류들깨해장탕,550.00,11
1209,D053086,국(탕)류,곰국 및 탕류,코다리 뿌리채소 들깨탕,818.70,20
1210,D053087,국(탕)류,곰국 및 탕류,대구탕,150.50,10
1211,D053088,국(탕)류,곰국 및 탕류,양지탕,165.50,8
1212,D053089,국(탕)류,곰국 및 탕류,어묵탕,82.50,12
1213,D053090,국(탕)류,곰국 및 탕류,오리탕,155.20,15
1214,D053091,국(탕)류,곰국 및 탕류,조개탕,51.00,6
1215,D053092,국(탕)류,곰국 및 탕류,홍합탕,122.83,8
1216,D053093,국(탕)류,곰국 및 탕류,영계백숙,230.50,9
1217,D053094,국(탕)류,곰국 및 탕류,곤약어묵탕,97.03,7
1218,D053095,국(탕)류,곰국 및 탕류,꽃게지리탕,150.50,13
1219,D053096,국(탕)류,곰국 및 탕류,닭다리백숙,140.50,8
1220,D053097,국(탕)류,곰국 및 탕류,대파육개장,137.50,13
1221,D053098,국(탕)류,곰국 및 탕류,들깨닭곰탕,64.30,7
1222,D053099,국(탕)류,곰국 및 탕류,들깨버섯탕,120.00,10
1223,D053100,국(탕)류,곰국 및 탕류,맑은어묵탕,87.03,6
1224,D053101,국(탕)류,곰국 및 탕류,버섯들깨탕,107.10,12
1225,D053102,국(탕)류,곰국 및 탕류,버섯매운탕,160.00,16
1226,D053103,국(탕)류,곰국 및 탕류,버섯육개장,220.50,13
1227,D053104,국(탕)류,곰국 및 탕류,북어들깨탕,39.10,13
1228,D053105,국(탕)류,곰국 및 탕류,수삼닭백숙,68.00,6
1229,D053106,국(탕)류,곰국 및 탕류,순두부백탕,45.50,11
1230,D053107,국(탕)류,곰국 및 탕류,어묵매운탕,89.10,8
1231,D053108,국(탕)류,곰국 및 탕류,얼큰닭개장,115.00,8
1232,D053109,국(탕)류,곰국 및 탕류,얼큰동태탕,177.70,16
1233,D053110,국(탕)류,곰국 및 탕류,영양닭곰탕,62.91,16
1234,D053111,국(탕)류,곰국 및 탕류,채소게살탕,83.50,8
1235,D053112,국(탕)류,곰국 및 탕류,콩비지백탕,60.30,8
1236,D053113,국(탕)류,곰국 및 탕류,황태설렁탕,97.61,13
1237,D053114,국(탕)류,곰국 및 탕류,게살연두부탕,52.71,12
1238,D053115,국(탕)류,곰국 및 탕류,단호박꽃게탕,140.50,13
1239,D053116,국(탕)류,곰국 및 탕류,맑은순두부탕,73.00,11
1240,D053117,국(탕)류,곰국 및 탕류,바지락조개탕,112.90,9
1241,D053118,국(탕)류,곰국 및 탕류,소고기토란탕,110.00,7
1242,D053119,국(탕)류,곰국 및 탕류,순두부달걀탕,69.50,7
1243,D053120,국(탕)류,곰국 및 탕류,어린이육개장,50.20,10
1244,D053121,국(탕)류,곰국 및 탕류,참치우거지탕,63.00,10
1245,D053122,국(탕)류,곰국 및 탕류,콩비지들깨탕,123.00,6
1246,D053123,국(탕)류,곰국 및 탕류,한우알토란탕,102.50,11
1247,D053124,국(탕)류,곰국 및 탕류,낙지전복삼계탕,162.00,8
1248,D053125,국(탕)류,곰국 및 탕류,느타리버섯개장,120.00,15
1249,D053126,국(탕)류,곰국 및 탕류,돼지갈비감자탕,248.75,22
1250,D053127,국(탕)류,곰국 및 탕류,바지락두부탕국,56.10,6
1251,D053128,국(탕)류,곰국 및 탕류,버섯들깨매운탕,111.10,12
1252,D053129,국(탕)류,곰국 및 탕류,얼큰버섯매운탕,110.00,16
1253,D053130,국(탕)류,곰국 및 탕류,얼큰새우매운탕,90.00,12
1254,D053131,국(탕)류,곰국 및 탕류,차돌박이육개장,124.00,14
1255,D053132,국(탕)류,곰국 및 탕류,표고버섯들깨탕,136.00,8
1256,D053133,국(탕)류,곰국 및 탕류,미나리낙지연포탕,79.50,13
1257,D053134,국(탕)류,곰국 및 탕류,바지락순두부백탕,176.00,9
1258,D053135,국(탕)류,곰국 및 탕류,소고기배추샤브탕,208.20,12
1259,D053136,국(탕)류,곰국 및 탕류,순살돼지고기감자탕,62.00,9
1260,D053137,국(탕)류,곰국 및 탕류,어린이안매운육개장,50.00,9
1261,D053138,국(탕)류,곰국 및 탕류,쑥애탕국(단오),78.62,11
1262,D054001,국(탕)류,냉국류,가지냉국(고춧가루),387.00,8
1263,D054002,국(탕)류,냉국류,미역냉국(고춧가루),365.00,11
1264,D054003,국(탕)류,냉국류,오이냉국,404.00,7
1265,D054004,국(탕)류,냉국류,오이냉국(미역),408.00,7
1266,D054005,국(탕)류,냉국류,오이냉국(콩나물),414.00,8
1267,D054006,국(탕)류,냉국류,초계탕,648.00,14
1268,D054011,국(탕)류,냉국류,닭가슴살냉국,271.25,8
1269,D054012,국(탕)류,냉국류,들깨냉채,97.00,9
1270,D054013,국(탕)류,냉국류,삼색묵냉국,605.00,27
1271,D054014,국(탕)류,냉국류,코다리맑은탕,461.00,11
1272,D054015,국(탕)류,냉국류,콩나물냉국,72.00,5
1273,D054016,국(탕)류,냉국류,냉도토리묵국,68.90,10
1274,D054017,국(탕)류,냉국류,도토리묵냉국,70.50,13
1275,D054018,국(탕)류,냉국류,도토리묵채국,68.90,10
1276,D054019,국(탕)류,냉국류,상추오이냉국,24.20,10
1277,D054020,국(탕)류,냉국류,수박미역냉국,40.50,11
1278,D054021,국(탕)류,냉국류,참외오이냉국,38.50,10
1279,D055001,국(탕)류,기타,감자스프,79.02,9
1280,D055002,국(탕)류,기타,당근스프,81.02,9
1281,D055003,국(탕)류,기타,백짬뽕국,127.60,18
1282,D055004,국(탕)류,기타,양파스프,76.02,8
1283,D055005,국(탕)류,기타,장터국밥,168.00,10
1284,D055006,국(탕)류,기타,해물짬뽕,142.60,19
1285,D055007,국(탕)류,기타,고구마수프,108.00,5
1286,D055008,국(탕)류,기타,마크림스프,181.02,9
1287,D055009,국(탕)류,기타,버섯매운국,120.50,20
1288,D055010,국(탕)류,기타,소고기스프,94.02,12
1289,D055011,국(탕)류,기타,양송이스프,81.02,9
1290,D055012,국(탕)류,기타,옥수수스프,105.12,7
1291,D055013,국(탕)류,기타,짬뽕순두부,171.10,14
1292,D055014,국(탕)류,기타,홍합해장국,128.50,9
1293,D055015,국(탕)류,기타,감자양파스프,37.48,8
1294,D055016,국(탕)류,기타,감자크림스프,93.02,9
1295,D055017,국(탕)류,기타,당근크림스프,52.02,7
1296,D055018,국(탕)류,기타,브로콜리스프,89.02,9
1297,D055019,국(탕)류,기타,아브고레모노,74.10,7
1298,D055020,국(탕)류,기타,우유감자스프,79.02,9
1299,D055021,국(탕)류,기타,흑미크림수프,143.10,9
1300,D055022,국(탕)류,기타,시금치감자수프,127.00,9
1301,D055023,국(탕)류,기타,옥수수크림스프,91.02,9
1302,D055024,국(탕)류,기타,차돌박이짬뽕국,162.60,19
1303,D055025,국(탕)류,기타,크루통감자수프,72.00,6
1304,D055026,국(탕)류,기타,토마토채소수프,96.96,15
1305,D055027,국(탕)류,기타,해물토마토스튜,667.00,17
1306,D055028,국(탕)류,기타,브로콜리감자스프,99.02,10
1307,D055029,국(탕)류,기타,브로콜리크림스프,88.12,9
1308,D055030,국(탕)류,기타,스위트콘크림스프,57.02,9
1309,D055031,국(탕)류,기타,토마소소고기스튜,712.00,16
1310,D061001,찌개류,어패류찌개,가자미매운탕(고추장),133.00,10
1311,D061002,찌개류,어패류찌개,갈치찌개(고추장),151.00,10
1312,D061003,찌개류,어패류찌개,게맛살찌개(고추장),151.00,10
1313,D061004,찌개류,어패류찌개,"고등어찌개(고추장, 된장)",182.00,9
1314,D061005,찌개류,어패류찌개,광어찌개(고추장),196.00,10
1315,D061006,찌개류,어패류찌개,꽁치찌개(고추장),171.00,10
1316,D061007,찌개류,어패류찌개,꽃게찌개(고추장),151.00,10
1317,D061008,찌개류,어패류찌개,낙지찌개(고추장),204.00,12
1318,D061009,찌개류,어패류찌개,넙치찌개(고추장),151.00,10
1319,D061010,찌개류,어패류찌개,"대구매운탕(고추장, 된장)",173.00,9
1320,D061011,찌개류,어패류찌개,대구찌개(고추장),151.00,10
1321,D061012,찌개류,어패류찌개,대합찌개(고추장),151.00,10
1322,D061013,찌개류,어패류찌개,도루묵찌개(고추장),151.00,10
1323,D061014,찌개류,어패류찌개,도미찌개(고추장),165.00,10
1324,D061015,찌개류,어패류찌개,동태매운탕(고추장),173.00,10
1325,D061016,찌개류,어패류찌개,동태찌개(고추장),182.00,10
1326,D061017,찌개류,어패류찌개,"동태찌개(고추장, 간장)",173.00,10
1327,D061018,찌개류,어패류찌개,"동태찌개(고추장, 된장)",186.00,11
1328,D061019,찌개류,어패류찌개,망둑어찌개(고추장),166.00,10
1329,D061020,찌개류,어패류찌개,"메기매운탕(고추장, 된장)",165.00,11
1330,D061021,찌개류,어패류찌개,"명태찌개(고추장, 된장)",232.00,11
1331,D061022,찌개류,어패류찌개,미꾸라지매운탕,190.00,12
1332,D061023,찌개류,어패류찌개,민어찌개(고추장),151.00,10
1333,D061024,찌개류,어패류찌개,바지락찌개(고추장),151.00,10
1334,D061025,찌개류,어패류찌개,방어찌개(고추장),151.00,10
1335,D061026,찌개류,어패류찌개,뱅어찌개(고추장),151.00,10
1336,D061027,찌개류,어패류찌개,병어찌개(고추장),166.00,10
1337,D061028,찌개류,어패류찌개,복매운탕(고추장),185.00,11
1338,D061029,찌개류,어패류찌개,볼락찌개(고추장),151.00,10
1339,D061030,찌개류,어패류찌개,북어찌개(고추장),105.00,8
1340,D061031,찌개류,어패류찌개,붕어매운탕,171.00,11
1341,D061032,찌개류,어패류찌개,삼치찌개(고추장),165.00,10
1342,D061033,찌개류,어패류찌개,새우젓찌개(호박),118.00,8
1343,D061034,찌개류,어패류찌개,새우찌개(고추장),151.00,10
1344,D061035,찌개류,어패류찌개,"생선내장탕(대구, 고추장)",151.00,10
1345,D061036,찌개류,어패류찌개,"생태찌개(고추장, 된장)",212.00,9
1346,D061037,찌개류,어패류찌개,숭어찌개(고추장),151.00,10
1347,D061038,찌개류,어패류찌개,쏘가리매운탕(고추장),199.00,11
1348,D061039,찌개류,어패류찌개,쏨뱅이찌개(고추장),151.00,10
1349,D061040,찌개류,어패류찌개,아구매운탕(고추장),187.00,11
1350,D061041,찌개류,어패류찌개,알탕(대구),145.00,13
1351,D061042,찌개류,어패류찌개,양미리찌개(고추장),151.00,10
1352,D061043,찌개류,어패류찌개,오징어찌개(고추장),174.00,10
1353,D061044,찌개류,어패류찌개,"우럭매운탕(고추장, 된장)",198.00,12
1354,D061045,찌개류,어패류찌개,임연수어찌개(고추장),151.00,10
1355,D061046,찌개류,어패류찌개,잉어찌개(고추장),151.00,10
1356,D061047,찌개류,어패류찌개,장어찌개(고추장),151.00,10
1357,D061048,찌개류,어패류찌개,적어찌개(고추장),151.00,10
1358,D061049,찌개류,어패류찌개,전갱이찌개(고추장),151.00,10
1359,D061050,찌개류,어패류찌개,전어찌개(고추장),151.00,10
1360,D061051,찌개류,어패류찌개,정어리찌개(고추장),151.00,10
1361,D061052,찌개류,어패류찌개,조기매운탕(고추장),176.00,11
1362,D061053,찌개류,어패류찌개,조기찌개(고추장),167.00,10
1363,D061054,찌개류,어패류찌개,쥐치찌개(고추장),151.00,10
1364,D061055,찌개류,어패류찌개,참치찌개,41.00,7
1365,D061056,찌개류,어패류찌개,청어찌개(고추장),164.00,10
1366,D061057,찌개류,어패류찌개,코다리찌개(고추장),151.00,10
1367,D061058,찌개류,어패류찌개,해물잡탕(소고기),134.00,12
1368,D061059,찌개류,어패류찌개,해물찌개(된장),173.00,12
1369,D061060,찌개류,어패류찌개,홍어찌개(고추장),151.00,10
1370,D061072,찌개류,어패류찌개,해물김치찌개,890.00,14
1371,D061073,찌개류,어패류찌개,오징어김치찌개,784.00,15
1372,D061074,찌개류,어패류찌개,주꾸미머리순대,403.00,10
1373,D061075,찌개류,어패류찌개,해물토마토김치찌개,263.00,18
1374,D061076,찌개류,어패류찌개,명란젓찌개,133.40,13
1375,D061077,찌개류,어패류찌개,참치짜글이,81.50,10
1376,D061078,찌개류,어패류찌개,물오징어찌개,136.10,11
1377,D061079,찌개류,어패류찌개,참치채소찌개,107.80,17
1378,D061080,찌개류,어패류찌개,감자주꾸미찌개,155.50,15
1379,D061081,찌개류,어패류찌개,꽃게청국장찌개,133.10,14
1380,D061082,찌개류,어패류찌개,두부명란젓찌개,93.80,14
1381,D061083,찌개류,어패류찌개,명란순두부찌개,171.50,13
1382,D061084,찌개류,어패류찌개,얼갈이꽃게찌개,196.00,13
1383,D061085,찌개류,어패류찌개,참치고추장찌개,163.30,11
1384,D061086,찌개류,어패류찌개,해물순두부찌개,98.80,13
1385,D061087,찌개류,어패류찌개,호박명란젓찌개,114.00,8
1386,D061088,찌개류,어패류찌개,두부참치김치찌개,54.80,9
1387,D061089,찌개류,어패류찌개,바지락순두부찌개,185.00,10
1388,D061090,찌개류,어패류찌개,새우젓순두부찌개,167.00,10
1389,D061091,찌개류,어패류찌개,오징어순두부찌개,190.00,10
1390,D061092,찌개류,어패류찌개,청양참치김치찌개,88.30,10
1391,D061093,찌개류,어패류찌개,두부쑥갓오징어찌개,121.30,10
1392,D061094,찌개류,어패류찌개,참치콩나물김치찌개,98.60,14
1393,D062001,찌개류,육류찌개,닭고기찌개(고추장),90.00,7
1394,D062002,찌개류,육류찌개,돼지고기찌개(고추장),198.00,12
1395,D062003,찌개류,육류찌개,부대찌개(고추장),198.00,12
1396,D062004,찌개류,육류찌개,섞어찌개(고추장),148.00,10
1397,D062005,찌개류,육류찌개,"섞어찌개(고추장, 오징어)",168.00,11
1398,D062006,찌개류,육류찌개,"섞어찌개(고추장, 햄)",158.00,11
1399,D062007,찌개류,육류찌개,"소고기찌개(고추장, 감자)",166.00,10
1400,D062008,찌개류,육류찌개,"소고기찌개(고추장, 두부)",99.00,10
1401,D062009,찌개류,육류찌개,햄찌개(고추장),69.00,8
1402,D062010,찌개류,육류찌개,가래떡김치말이짜글이,286.00,11
1403,D062011,찌개류,육류찌개,닭안심 김치스튜,201.95,11
1404,D062012,찌개류,육류찌개,돈육된장찌개,357.60,19
1405,D062013,찌개류,육류찌개,완자김치찌개,265.00,9
1406,D062014,찌개류,육류찌개,닭고기김치찌개,766.00,18
1407,D062015,찌개류,육류찌개,부대찌개,48.20,11
1408,D062016,찌개류,육류찌개,돈육짜글이찌개,161.30,10
1409,D062017,찌개류,육류찌개,두부청국장찌개,97.10,13
1410,D062018,찌개류,육류찌개,목살고추장찌개,156.10,9
1411,D062019,찌개류,육류찌개,배추콩비지찌개,99.70,14
1412,D062020,찌개류,육류찌개,흑돼지김치찌개,73.50,8
1413,D062021,찌개류,육류찌개,돼지고기두부찌개,118.10,11
1414,D062022,찌개류,육류찌개,돼지고기청국장찌개,106.40,13
1415,D062023,찌개류,육류찌개,돼지고기콩비지찌개,70.50,13
1416,D062024,찌개류,육류찌개,가지돼지고기된장찌개,135.50,13
1417,D062025,찌개류,육류찌개,돼지고기두부김치찌개,91.00,7
1418,D063001,찌개류,된장찌개류,김치된장찌개(고추장),126.00,11
1419,D063002,찌개류,된장찌개류,달래된장찌개,116.00,8
1420,D063003,찌개류,된장찌개류,"달래된장찌개(고추장, 냉이)",120.00,12
1421,D063004,찌개류,된장찌개류,돼지고기된장찌개(고추장),118.00,10
1422,D063005,찌개류,된장찌개류,돼지고기된장찌개(양배추),170.00,12
1423,D063006,찌개류,된장찌개류,돼지고기된장찌개(호박잎),110.00,10
1424,D063007,찌개류,된장찌개류,두부된장찌개(고추장),131.00,9
1425,D063008,찌개류,된장찌개류,우거지된장찌개(소고기),140.00,10
1426,D063009,찌개류,된장찌개류,우렁된장찌개,131.00,9
1427,D063010,찌개류,된장찌개류,차돌박이된장찌개,150.00,11
1428,D063012,찌개류,된장찌개류,청국장찌개(고추장),122.00,10
1429,D063013,찌개류,된장찌개류,청국장찌개(소고기),146.00,8
1430,D063014,찌개류,된장찌개류,해물된장찌개,178.00,12
1431,D063015,찌개류,된장찌개류,호박된장찌개(고추장),150.00,10
1432,D063016,찌개류,된장찌개류,호박된장찌개(달래),416.00,8
1433,D063017,찌개류,된장찌개류,호박된장찌개(돼지고기),145.00,11
1434,D063018,찌개류,된장찌개류,호박된장찌개(미더덕),142.00,8
1435,D063026,찌개류,된장찌개류,청국장찌개,320.00,9
1436,D063027,찌개류,된장찌개류,늙은 호박 해물 된장찌개,349.00,11
1437,D063028,찌개류,된장찌개류,산나물된장찌개,419.50,18
1438,D063029,찌개류,된장찌개류,해물순두부된장찌개,180.00,9
1439,D063030,찌개류,된장찌개류,강된장찌개,113.00,9
1440,D063031,찌개류,된장찌개류,해물청국장,118.10,15
1441,D063032,찌개류,된장찌개류,감자된장찌개,66.00,11
1442,D063033,찌개류,된장찌개류,꽃게된장찌개,171.60,13
1443,D063034,찌개류,된장찌개류,부추된장찌개,42.00,9
1444,D063035,찌개류,된장찌개류,호박된장찌개,76.00,11
1445,D063036,찌개류,된장찌개류,소고기된장찌개,42.90,8
1446,D063037,찌개류,된장찌개류,애호박된장찌개,72.50,10
1447,D063038,찌개류,된장찌개류,청국장김치찌개,68.50,8
1448,D063039,찌개류,된장찌개류,순두부청국장찌개,168.30,10
