no,fd_Code,upper_Fd_Grupp_Nm,fd_Grupp_Nm,fd_Nm,fd_Wgh,food_Cnt
1578,D072029,찜류,육류찜,애호박 소고기찜,117.10,8
1579,D072030,찜류,육류찜,오겹와인구이찜,179.50,13
1580,D072031,찜류,육류찜,오리고기찜,140.00,4
1581,D072032,찜류,육류찜,오색미등갈비찜,170.05,11
1582,D072033,찜류,육류찜,조미트볼찜,126.10,11
1583,D072034,찜류,육류찜,토란 사태찜,270.50,16
1584,D072035,찜류,육류찜,족발수육,968.00,7
1585,D072036,찜류,육류찜,해초갈비찜,391.00,17
1586,D072037,찜류,육류찜,베이컨밀푀유,1202.00,13
1587,D072038,찜류,육류찜,소고기표고찜,161.00,15
1588,D072039,찜류,육류찜,돈수육과 해물냉채,265.00,19
1589,D073001,찜류,채소류찜,가지찜,113.00,9
1590,D073002,찜류,채소류찜,깻잎찜,17.00,7
1591,D073003,찜류,채소류찜,무찜,90.00,8
1592,D073004,찜류,채소류찜,애호박찜,96.00,8
1593,D073005,찜류,채소류찜,양배추찜,84.00,6
1594,D073006,찜류,채소류찜,콩나물찜,131.00,14
1595,D073007,찜류,채소류찜,풋고추찜,43.00,5
1596,D073010,찜류,채소류찜,호박잎쌈,90.00,8
1597,D073012,찜류,채소류찜,양배추찜,70.80,5
1598,D073013,찜류,채소류찜,애호박선,594.00,11
1599,D073014,찜류,채소류찜,오이선,552.00,15
1600,D073015,찜류,채소류찜,가지선,140.00,10
1601,D073016,찜류,채소류찜,단호박닭찜,211.05,18
1602,D073017,찜류,채소류찜,맛양념장을 곁들인 애호박찜,95.20,14
1603,D073018,찜류,채소류찜,무 선,144.20,15
1604,D073019,찜류,채소류찜,묵은지들깨찜,155.00,8
1605,D073020,찜류,채소류찜,미나리들깨찜,169.00,12
1606,D073021,찜류,채소류찜,양배추소시지찜,160.70,7
1607,D073022,찜류,채소류찜,양파두부찜,187.85,15
1608,D073023,찜류,채소류찜,연근쌈,125.20,13
1609,D073024,찜류,채소류찜,연근찹쌀찜,133.25,10
1610,D073025,찜류,채소류찜,움파찜,65.00,8
1611,D073026,찜류,채소류찜,층층배추찜,173.60,15
1612,D073027,찜류,채소류찜,콩나물소고기찜,258.10,9
1613,D074001,찜류,기타 찜류,계란찜,64.00,4
1614,D074002,찜류,기타 찜류,두부찜,84.00,7
1615,D074003,찜류,기타 찜류,순대,92.00,6
1616,D074004,찜류,기타 찜류,옥수수(찐것),100.00,1
1617,D074009,찜류,기타 찜류,계란찜,60.10,4
1618,D074010,찜류,기타 찜류,두부찜,39.90,7
1619,D074011,찜류,기타 찜류,고구마순프리타타,163.05,8
1620,D074012,찜류,기타 찜류,녹두 달걀 버섯찜,219.05,9
1621,D074013,찜류,기타 찜류,버섯새우찜,111.20,13
1622,D074014,찜류,기타 찜류,두부말이찜,397.50,13
1623,D074015,찜류,기타 찜류,뿌리채소두부선,655.00,17
1624,D074016,찜류,기타 찜류,해산물두부샌드,250.00,9
1625,D074017,찜류,기타 찜류,닭가슴살 두부선,214.20,12
1626,D081001,구이류,어패류구이,가오리구이,87.00,3
1627,D081002,구이류,어패류구이,가자미구이,76.00,3
1628,D081003,구이류,어패류구이,갈치구이,87.00,3
1629,D081004,구이류,어패류구이,고등어구이,87.00,3
1630,D081005,구이류,어패류구이,고등어구이(자반고등어),72.00,2
1631,D081006,구이류,어패류구이,굴비구이,85.00,2
1632,D081007,구이류,어패류구이,꽁치구이,87.00,3
1633,D081008,구이류,어패류구이,낙지구이(고추장),148.00,13
1634,D081009,구이류,어패류구이,넙치구이,87.00,3
1635,D081010,구이류,어패류구이,노가리구이,26.00,3
1636,D081011,구이류,어패류구이,노래미구이,87.00,3
1637,D081012,구이류,어패류구이,농어구이,87.00,3
1638,D081013,구이류,어패류구이,동태구이,87.00,3
1639,D081014,구이류,어패류구이,명태포구이(고추장),74.00,10
1640,D081015,구이류,어패류구이,민어구이,87.00,3
1641,D081016,구이류,어패류구이,방어구이,87.00,3
1642,D081017,구이류,어패류구이,밴댕이구이,87.00,3
1643,D081018,구이류,어패류구이,뱅어포구이(고추장),37.00,10
1644,D081019,구이류,어패류구이,병어구이,87.00,3
1645,D081020,구이류,어패류구이,복어구이,87.00,3
1646,D081021,구이류,어패류구이,볼락구이,87.00,3
1647,D081022,구이류,어패류구이,볼락구이(불볼락),87.00,3
1648,D081023,구이류,어패류구이,북어구이(고추장),44.00,9
1649,D081024,구이류,어패류구이,삼치구이,87.00,3
1650,D081025,구이류,어패류구이,서대구이,87.00,3
1651,D081026,구이류,어패류구이,쏨뱅이구이,87.00,3
1652,D081027,구이류,어패류구이,양미리구이,87.00,3
1653,D081028,구이류,어패류구이,연어구이,72.00,2
1654,D081029,구이류,어패류구이,오징어구이(버터),30.00,3
1655,D081030,구이류,어패류구이,옥돔구이,90.00,3
1656,D081031,구이류,어패류구이,임연수어구이,87.00,3
1657,D081032,구이류,어패류구이,장어구이(고추장),114.00,10
1658,D081033,구이류,어패류구이,적어구이,87.00,3
1659,D081034,구이류,어패류구이,전어구이,87.00,3
1660,D081035,구이류,어패류구이,조기구이,87.00,3
1661,D081036,구이류,어패류구이,쥐포구이,18.00,1
1662,D081037,구이류,어패류구이,참돔구이,87.00,3
1663,D081038,구이류,어패류구이,참치구이,87.00,3
1664,D081039,구이류,어패류구이,청어구이,87.00,3
1665,D081040,구이류,어패류구이,황새치구이,87.00,3
1666,D081042,구이류,어패류구이,고등어구이(간고등어구이),316.00,3
1667,D081043,구이류,어패류구이,낙지호롱구이,1122.00,8
1668,D081048,구이류,어패류구이,북어구이,75.00,3
1669,D081054,구이류,어패류구이,장어구이,313.00,8
1670,D081056,구이류,어패류구이,연어구이,31.00,2
1671,D081057,구이류,어패류구이,연어구이,53.20,3
1672,D081058,구이류,어패류구이,조기구이,55.70,3
1673,D081059,구이류,어패류구이,오징어구이,298.00,10
1674,D081060,구이류,어패류구이,스트링치즈카프리제그라탕,169.10,10
1675,D081061,구이류,어패류구이,웰빙꼬치,1020.00,17
1676,D081062,구이류,어패류구이,오징어구이,576.00,14
1677,D081063,구이류,어패류구이,가지연어구이,331.00,9
1678,D081064,구이류,어패류구이,꽁치채소말이,634.60,12
1679,D081065,구이류,어패류구이,연어스테이크,459.00,14
1680,D081066,구이류,어패류구이,장어수육구이,390.00,7
1681,D081067,구이류,어패류구이,갈릭칩동태구이,180.00,4
1682,D081068,구이류,어패류구이,맛간장삼치구이,399.00,8
1683,D081069,구이류,어패류구이,저염된장삼치구이,245.00,9
1684,D081070,구이류,어패류구이,저지방 장어구이,606.00,11
1685,D082001,구이류,육류구이,곱창구이(소고기),93.00,7
1686,D082002,구이류,육류구이,닭내장구이,93.00,7
1687,D082003,구이류,육류구이,돼지갈비구이(고추장),201.00,11
1688,D082004,구이류,육류구이,돼지고기주물럭(고추장),273.00,9
1689,D082005,구이류,육류구이,"등심구이(돼지고기, 고추장)",99.00,11
1690,D082006,구이류,육류구이,"등심구이(돼지고기, 고추장, 생강)",108.00,11
1691,D082007,구이류,육류구이,등심구이(소고기),61.00,2
1692,D082008,구이류,육류구이,멧돼지고기구이(고추장),115.00,13
1693,D082009,구이류,육류구이,삼겹살구이,62.00,2
1694,D082010,구이류,육류구이,소갈비구이,114.00,8
1695,D082011,구이류,육류구이,소고기산적(게맛살),161.00,9
1696,D082012,구이류,육류구이,소고기산적(어묵),161.00,9
1697,D082013,구이류,육류구이,소시지구이,62.00,3
1698,D082014,구이류,육류구이,안심구이(소고기),61.00,2
1699,D082015,구이류,육류구이,오리고기구이,67.00,4
1700,D082016,구이류,육류구이,채끝살구이(소고기),61.00,2
1701,D082017,구이류,육류구이,칠면조구이,62.00,3
1702,D082018,구이류,육류구이,통닭구이,67.00,4
1703,D082019,구이류,육류구이,햄구이,45.00,2
1704,D082020,구이류,육류구이,"햄버그스테이크(돼지고기, 토마토소스)",258.00,14
1705,D082029,구이류,육류구이,"햄버그스테이크(돼지고기, 토마토소스)",170.00,15
1706,D082030,구이류,육류구이,염통구이,280.00,11
1707,D082031,구이류,육류구이,깻잎석쇠불고기,101.00,12
1708,D082032,구이류,육류구이,꽈리고추 소고기말이,112.55,13
1709,D082033,구이류,육류구이,녹두함박스테이크,126.50,14
1710,D082034,구이류,육류구이,닭가슴살 가리비 구이,114.70,14
1711,D082035,구이류,육류구이,돈육찜구이,299.20,14
1712,D082036,구이류,육류구이,돼지고기모둠채소구이,265.60,14
1713,D082037,구이류,육류구이,버섯떡갈비,67.50,8
1714,D082038,구이류,육류구이,상추소고기롤,81.15,9
1715,D082039,구이류,육류구이,새송이버섯치즈오븐구이,247.20,15
1716,D082040,구이류,육류구이,생강채돼지고기구이,107.25,15
1717,D082041,구이류,육류구이,소갈비찜 구이,264.10,13
1718,D082042,구이류,육류구이,오리고기김치말이,143.50,10
1719,D082043,구이류,육류구이,오리떡갈비,77.60,8
1720,D082044,구이류,육류구이,잣가루 떡갈비,72.20,9
1721,D082045,구이류,육류구이,참다래닭구이,156.60,13
1722,D082046,구이류,육류구이,참두릅소고기말이,106.50,8
1723,D082047,구이류,육류구이,청양소고기함박스테이크,432.40,17
1724,D082048,구이류,육류구이,풋고추 돼지 등갈비구이,118.70,12
1725,D082049,구이류,육류구이,유린기,183.50,15
1726,D082050,구이류,육류구이,쪽갈비구이,628.00,14
1727,D082051,구이류,육류구이,퓨전떡갈비,91.00,10
1728,D082052,구이류,육류구이,함초떡갈비,497.00,15
1729,D082053,구이류,육류구이,달콤스테이크,642.50,13
1730,D082054,구이류,육류구이,삼색꼬치구이,300.00,8
1731,D082055,구이류,육류구이,안심스테이크,587.00,13
1732,D082056,구이류,육류구이,매운닭날개구이,405.00,12
1733,D082057,구이류,육류구이,삼겹살꼬치구이,374.00,9
1734,D082058,구이류,육류구이,토마토소고기찜,494.00,11
1735,D082059,구이류,육류구이,통삼겹맥적구이,906.00,14
1736,D082060,구이류,육류구이,통삼겹스테이크,689.00,17
1737,D082061,구이류,육류구이,곤약함박스테이크,459.50,24
1738,D082062,구이류,육류구이,라이스버거떡갈비,523.00,13
1739,D082063,구이류,육류구이,닭가슴살샌드스테이크,987.00,15
1740,D082064,구이류,육류구이,한식풍닭가슴살스테이크,876.00,14
1741,D082065,구이류,육류구이,참치 두부 함박스테이크,133.50,10
1742,D083001,구이류,기타 구이류,감자구이(버터),137.00,3
1743,D083002,구이류,기타 구이류,김구이,4.00,3
1744,D083003,구이류,기타 구이류,더덕구이(고추장),70.00,9
1745,D083004,구이류,기타 구이류,도라지구이(고추장),112.00,8
1746,D083005,구이류,기타 구이류,두부구이(고추장),112.00,11
1747,D083006,구이류,기타 구이류,떡꼬치(고추장),120.00,7
1748,D083007,구이류,기타 구이류,옥수수구이,50.00,1
1749,D083008,구이류,기타 구이류,옥수수구이(버터),56.00,3
1750,D083018,구이류,기타 구이류,가지스테이크,109.50,8
1751,D083019,구이류,기타 구이류,곤드레프리타타,207.85,12
1752,D083020,구이류,기타 구이류,단감드레싱 두부구이,133.00,10
1753,D083021,구이류,기타 구이류,달걀프리타타,206.55,13
1754,D083022,구이류,기타 구이류,배추롤오븐구이,130.60,12
1755,D083023,구이류,기타 구이류,애호박오븐치즈구이,143.70,9
1756,D083024,구이류,기타 구이류,통감자오븐구이,203.20,8
1757,D083025,구이류,기타 구이류,배숙구이,1210.00,5
1758,D083026,구이류,기타 구이류,두부까나페,343.50,12
1759,D083027,구이류,기타 구이류,양송이구이,348.00,10
1760,D083028,구이류,기타 구이류,가지라따뚜이,891.00,8
1761,D083029,구이류,기타 구이류,명란프리타타,476.00,7
1762,D083030,구이류,기타 구이류,웰빙스테이크,553.00,11
1763,D083031,구이류,기타 구이류,한입꼬치구이,671.00,17
1764,D083032,구이류,기타 구이류,묵은지가지말이,750.00,16
1765,D083033,구이류,기타 구이류,고구마두부스테이크,605.00,11
1766,D083034,구이류,기타 구이류,김말이두부스테이크,442.30,18
1767,D083035,구이류,기타 구이류,두부구이와 버섯소스,131.00,7
1768,D091001,전류,어패류전,게맛살전,113.00,6
1769,D091002,전류,어패류전,게맛살전(느타리버섯),92.00,7
1770,D091003,전류,어패류전,고등어전,108.00,5
1771,D091004,전류,어패류전,굴전,113.00,6
1772,D091005,전류,어패류전,대구전,96.00,7
1773,D091006,전류,어패류전,동태전,96.00,7
1774,D091007,전류,어패류전,병어전,109.00,5
1775,D091008,전류,어패류전,새우전,113.00,6
1776,D091009,전류,어패류전,어묵부침,92.00,6
1777,D091010,전류,어패류전,오징어전,183.00,7
1778,D091011,전류,어패류전,참치전,44.00,6
1779,D091012,전류,어패류전,해물파전,146.00,12
1780,D091013,전류,어패류전,홍합전,131.00,6
1781,D091021,전류,어패류전,고춧잎 조갯살전,176.00,12
1782,D091022,전류,어패류전,깻잎 새우전,102.05,7
1783,D091023,전류,어패류전,우리밀싹 명란달걀말이,102.10,6
1784,D092001,전류,육류전,돼지고기전,92.00,6
1785,D092002,전류,육류전,소간전,92.00,6
1786,D092003,전류,육류전,소고기내장전(천엽),93.00,6
1787,D092004,전류,육류전,소고기전,92.00,6
1788,D092005,전류,육류전,소시지부침,94.00,4
1789,D092006,전류,육류전,완자전(돼지고기),113.00,9
1790,D092007,전류,육류전,완자전(소고기),121.00,10
1791,D092008,전류,육류전,햄부침,82.00,6
1792,D092009,전류,육류전,화양적,111.00,9
1793,D092011,전류,육류전,돼지고기완자전,295.00,13
1794,D092013,전류,육류전,겨자깨소스를 곁들인 소고기찹쌀전,156.05,19
1795,D092014,전류,육류전,옥수수고기완자전,154.65,13
1796,D092015,전류,육류전,육전 야채쌈,137.00,12
1797,D092016,전류,육류전,미역 닭가슴살전,311.00,12
1798,D093001,전류,채소류전,가지전,97.00,5
1799,D093002,전류,채소류전,감자전,106.00,5
1800,D093003,전류,채소류전,고구마전,106.00,5
1801,D093004,전류,채소류전,고추전,146.00,10
1802,D093005,전류,채소류전,김치전,258.00,7
1803,D093006,전류,채소류전,깻잎전,57.00,5
1804,D093007,전류,채소류전,깻잎전(소고기),77.00,6
1805,D093008,전류,채소류전,더덕산적,74.00,8
1806,D093009,전류,채소류전,두릅적,102.00,7
1807,D093012,전류,채소류전,버섯전(모둠),87.00,7
1808,D093013,전류,채소류전,부추전,132.00,8
1809,D093014,전류,채소류전,야채전,92.00,8
1810,D093015,전류,채소류전,연근전,72.00,5
1811,D093016,전류,채소류전,파전(오징어),157.00,8
1812,D093017,전류,채소류전,"파전(오징어, 조개살)",167.00,9
1813,D093018,전류,채소류전,피망전,62.00,7
1814,D093019,전류,채소류전,호박전(늙은호박),85.00,5
1815,D093020,전류,채소류전,호박전(애호박),57.00,7
1816,D093025,전류,채소류전,미나리전,653.00,8
1817,D093028,전류,채소류전,배추전,226.30,6
1818,D093032,전류,채소류전,칡전,731.00,7
1819,D093035,전류,채소류전,파전,385.00,7
1820,D093037,전류,채소류전,호박전(애호박),48.70,6
1821,D093039,전류,채소류전,호박전(애호박),70.00,7
1822,D093040,전류,채소류전,배추전,77.90,7
1823,D093041,전류,채소류전,고사리전,126.10,18
1824,D093042,전류,채소류전,기장 감자채전,176.00,8
1825,D093043,전류,채소류전,더덕들깨전병,80.00,11
1826,D093044,전류,채소류전,두릅적,144.80,12
1827,D093045,전류,채소류전,리코타치즈주키니전,101.45,9
1828,D093046,전류,채소류전,메밀배추전,182.70,12
1829,D093047,전류,채소류전,수수배추전,135.60,13
1830,D093048,전류,채소류전,시금치전,95.00,10
1831,D093049,전류,채소류전,애호박새우전,143.55,11
1832,D093050,전류,채소류전,토란대채소산적,118.45,11
1833,D093051,전류,채소류전,카레감자전,378.00,9
1834,D093052,전류,채소류전,단호박 마전,103.30,7
1835,D095001,전류,기타 전류,계란말이,78.00,6
1836,D095002,전류,기타 전류,계란부침(김말이),54.00,4
1837,D095003,전류,기타 전류,"계란부침(양파, 당근)",78.00,6
1838,D095004,전류,기타 전류,"계란부침(양파, 실파)",78.00,6
1839,D095005,전류,기타 전류,계란프라이,55.00,3
1840,D095006,전류,기타 전류,두부부침,111.00,6
1841,D095007,전류,기타 전류,두부전,96.00,4
1842,D095008,전류,기타 전류,두부전(돼지고기),116.00,5
1843,D095009,전류,기타 전류,떡산적,142.00,10
1844,D095010,전류,기타 전류,빈대떡(돼지고기),88.00,7
1845,D095011,전류,기타 전류,수수부침,56.00,3
1846,D095012,전류,기타 전류,스크램블드에그,56.00,4
1847,D095013,전류,기타 전류,오믈렛,90.00,8
1848,D095014,전류,기타 전류,오믈렛(두부),100.00,9
1849,D095015,전류,기타 전류,찹쌀전병,56.00,3
1850,D095025,전류,기타 전류,버섯전,29.00,6
1851,D095026,전류,기타 전류,비지전,548.00,9
1852,D095035,전류,기타 전류,검은콩전,88.50,9
1853,D095036,전류,기타 전류,기장두부패티,212.70,11
1854,D095037,전류,기타 전류,목이버섯전,128.00,12
1855,D095038,전류,기타 전류,새싹달걀말이,150.40,14
1856,D095039,전류,기타 전류,수수밀쌈,136.70,18
1857,D095040,전류,기타 전류,토란 수수 지짐이,171.20,7
1858,D095041,전류,기타 전류,일본식 계란말이,210.00,6
1859,D095042,전류,기타 전류,토마토 채소 계란찜,148.20,9
1860,D095043,전류,기타 전류,삼색 꽃 화전,140.00,7
1861,D101001,볶음류,어패류볶음,건꼴뚜기볶음(고추장),38.00,5
1862,D101002,볶음류,어패류볶음,건새우볶음(고추장),33.00,7
1863,D101003,볶음류,어패류볶음,게맛살볶음,91.00,4
1864,D101004,볶음류,어패류볶음,꽁치볶음(고추장),36.00,5
1865,D101005,볶음류,어패류볶음,꽃게볶음,208.00,7
1866,D101006,볶음류,어패류볶음,낙지볶음(고추장),89.00,12
1867,D101007,볶음류,어패류볶음,멸치볶음,28.00,6
1868,D101008,볶음류,어패류볶음,멸치볶음(견과류),54.00,10
1869,D101009,볶음류,어패류볶음,멸치볶음(고추장),74.00,8
1870,D101010,볶음류,어패류볶음,멸치볶음(꽈리고추),55.00,9
1871,D101011,볶음류,어패류볶음,멸치볶음(잔멸치),53.00,7
1872,D101012,볶음류,어패류볶음,문어볶음,168.00,12
1873,D101013,볶음류,어패류볶음,뱅어포볶음(고추장),33.00,8
1874,D101014,볶음류,어패류볶음,북어볶음(고추장),36.00,5
1875,D101015,볶음류,어패류볶음,새우볶음,98.00,5
1876,D101016,볶음류,어패류볶음,어묵볶음,128.00,9
1877,D101017,볶음류,어패류볶음,어묵볶음(느타리버섯),110.00,8
1878,D101018,볶음류,어패류볶음,어묵볶음(당근),128.00,9
1879,D101019,볶음류,어패류볶음,어묵볶음(마늘종),92.00,7
1880,D101020,볶음류,어패류볶음,어묵볶음(양파),99.00,7
1881,D101021,볶음류,어패류볶음,어묵볶음(햄),108.00,8
1882,D101022,볶음류,어패류볶음,오징어볶음(고추장),118.00,14
1883,D101023,볶음류,어패류볶음,오징어채볶음(고추장),37.00,6
1884,D101024,볶음류,어패류볶음,쥐포볶음(고추장),62.00,8
1885,D101025,볶음류,어패류볶음,참치볶음,91.00,12
1886,D101026,볶음류,어패류볶음,참치볶음(김치),111.00,13
1887,D101027,볶음류,어패류볶음,참치볶음(콩나물),111.00,13
1888,D101031,볶음류,어패류볶음,오징어볶음(고추장),90.20,14
1889,D101032,볶음류,어패류볶음,오징어볶음(고추장),99.80,14
1890,D101033,볶음류,어패류볶음,쥐치포볶음,84.00,8
1891,D101034,볶음류,어패류볶음,녹두멸치볶음,49.00,7
1892,D101035,볶음류,어패류볶음,시금치삼치볶음,118.20,10
1893,D102001,볶음류,육류 및 난류볶음,계란볶음,117.00,3
1894,D102002,볶음류,육류 및 난류볶음,"곱창볶음(돼지고기, 고추장)",160.00,14
1895,D102003,볶음류,육류 및 난류볶음,닭갈비,116.00,11
1896,D102004,볶음류,육류 및 난류볶음,닭고기볶음,152.00,13
1897,D102005,볶음류,육류 및 난류볶음,돼지고기볶음,173.00,12
1898,D102006,볶음류,육류 및 난류볶음,돼지고기볶음(고추장),126.00,13
1899,D102007,볶음류,육류 및 난류볶음,"돼지고기볶음(고추장, 야채)",160.00,16
1900,D102008,볶음류,육류 및 난류볶음,돼지고기볶음(김치),147.00,11
1901,D102009,볶음류,육류 및 난류볶음,돼지고기볶음(콩나물),193.00,13
1902,D102010,볶음류,육류 및 난류볶음,베이컨볶음,108.00,10
1903,D102011,볶음류,육류 및 난류볶음,불고기(닭고기),103.00,10
1904,D102012,볶음류,육류 및 난류볶음,불고기(돼지고기),167.00,9
1905,D102013,볶음류,육류 및 난류볶음,"불고기(돼지고기, 고추장)",187.00,9
1906,D102014,볶음류,육류 및 난류볶음,"불고기(돼지고기, 고추장, 청주)",115.00,13
1907,D102015,볶음류,육류 및 난류볶음,불고기(소고기),94.00,8
1908,D102016,볶음류,육류 및 난류볶음,"불고기(소고기, 배)",121.00,9
1909,D102017,볶음류,육류 및 난류볶음,"불고기(소고기, 오징어)",171.00,10
1910,D102018,볶음류,육류 및 난류볶음,소고기볶음,119.00,10
1911,D102019,볶음류,육류 및 난류볶음,소고기볶음(가지),129.00,11
1912,D102020,볶음류,육류 및 난류볶음,소고기볶음(느타리버섯),121.00,11
1913,D102021,볶음류,육류 및 난류볶음,소고기볶음(양배추),129.00,11
1914,D102022,볶음류,육류 및 난류볶음,소고기볶음(표고버섯),106.00,9
1915,D102023,볶음류,육류 및 난류볶음,소시지볶음,44.00,5
1916,D102024,볶음류,육류 및 난류볶음,소시지볶음(토마토케첩),54.00,6
1917,D102025,볶음류,육류 및 난류볶음,"소시지볶음(토마토케첩, 야채)",91.00,9
1918,D102026,볶음류,육류 및 난류볶음,순대볶음,134.00,10
1919,D102027,볶음류,육류 및 난류볶음,햄볶음,57.00,6
1920,D102028,볶음류,육류 및 난류볶음,햄볶음(감자),82.00,7
1921,D102029,볶음류,육류 및 난류볶음,햄볶음(시금치),67.00,7
1922,D102035,볶음류,육류 및 난류볶음,언양불고기,693.00,3
1923,D102040,볶음류,육류 및 난류볶음,불고기(소고기),55.50,10
1924,D102041,볶음류,육류 및 난류볶음,불고기(소고기),69.80,9
1925,D102042,볶음류,육류 및 난류볶음,닭불고기(고추장),78.10,10
1926,D102043,볶음류,육류 및 난류볶음,닭불고기(고추장),113.20,10
1927,D102044,볶음류,육류 및 난류볶음,불고기(소고기),65.70,9
1928,D102045,볶음류,육류 및 난류볶음,기장 난자완스,192.30,15
1929,D102046,볶음류,육류 및 난류볶음,도라지불고기,150.60,15
1930,D102047,볶음류,육류 및 난류볶음,돈육채볶음,149.60,16
1931,D102048,볶음류,육류 및 난류볶음,돼지고기 간장볶음,139.10,11
1932,D102049,볶음류,육류 및 난류볶음,배 윙볶음,131.10,7
1933,D102050,볶음류,육류 및 난류볶음,사과 닭고기 볶음,216.70,13
1934,D102051,볶음류,육류 및 난류볶음,소고기무나물,96.55,12
1935,D102052,볶음류,육류 및 난류볶음,오리고기피망잡채,106.40,15
1936,D102053,볶음류,육류 및 난류볶음,표고버섯 차돌박이 볶음,142.45,13
1937,D102054,볶음류,육류 및 난류볶음,풋마늘불고기,97.50,8
1938,D102055,볶음류,육류 및 난류볶음,토마토오리볶음,336.00,15
1939,D102056,볶음류,육류 및 난류볶음,돈불고기 파인애플볶음,208.00,11
1940,D103001,볶음류,채소 및 해조류볶음,가지볶음,86.00,8
1941,D103002,볶음류,채소 및 해조류볶음,가지볶음(양파),106.00,9
1942,D103003,볶음류,채소 및 해조류볶음,감자볶음,96.00,7
1943,D103004,볶음류,채소 및 해조류볶음,감자볶음(간장),56.00,7
1944,D103005,볶음류,채소 및 해조류볶음,"감자볶음(간장, 어묵)",143.00,7
1945,D103006,볶음류,채소 및 해조류볶음,감자볶음(당근),106.00,8
1946,D103007,볶음류,채소 및 해조류볶음,감자채볶음,119.00,6
1947,D103008,볶음류,채소 및 해조류볶음,고구마볶음(고추장),91.00,9
1948,D103009,볶음류,채소 및 해조류볶음,고구마줄기볶음,87.00,8
1949,D103010,볶음류,채소 및 해조류볶음,고구마줄기볶음(말린것),30.00,7
1950,D103011,볶음류,채소 및 해조류볶음,고비볶음,96.00,10
1951,D103012,볶음류,채소 및 해조류볶음,고사리나물,75.00,8
1952,D103013,볶음류,채소 및 해조류볶음,고사리나물(들깨),56.00,7
1953,D103014,볶음류,채소 및 해조류볶음,고춧잎볶음,104.00,9
1954,D103015,볶음류,채소 및 해조류볶음,근대볶음,103.00,8
1955,D103016,볶음류,채소 및 해조류볶음,김치볶음,54.00,6
1956,D103017,볶음류,채소 및 해조류볶음,김치볶음(돼지고기),95.00,7
1957,D103018,볶음류,채소 및 해조류볶음,김치볶음(참치),89.00,5
1958,D103019,볶음류,채소 및 해조류볶음,깍두기볶음,54.00,6
1959,D103020,볶음류,채소 및 해조류볶음,깻잎볶음,103.00,8
1960,D103021,볶음류,채소 및 해조류볶음,깻잎볶음(멸치),63.00,8
1961,D103022,볶음류,채소 및 해조류볶음,당근볶음,22.00,6
1962,D103023,볶음류,채소 및 해조류볶음,도라지볶음,39.00,7
1963,D103024,볶음류,채소 및 해조류볶음,도라지볶음(간장),72.00,8
1964,D103025,볶음류,채소 및 해조류볶음,마늘종볶음,87.00,8
1965,D103026,볶음류,채소 및 해조류볶음,명일엽볶음,103.00,8
1966,D103027,볶음류,채소 및 해조류볶음,무볶음,61.00,7
1967,D103028,볶음류,채소 및 해조류볶음,무청볶음(된장),94.00,8
1968,D103029,볶음류,채소 및 해조류볶음,미역볶음,94.00,6
1969,D103030,볶음류,채소 및 해조류볶음,미역줄기볶음,104.00,7
1970,D103031,볶음류,채소 및 해조류볶음,배추나물볶음,58.00,8
1971,D103032,볶음류,채소 및 해조류볶음,버섯볶음(느타리버섯),98.00,8
1972,D103033,볶음류,채소 및 해조류볶음,"버섯볶음(느타리버섯, 부추)",119.00,11
1973,D103034,볶음류,채소 및 해조류볶음,"버섯볶음(느타리버섯, 피망)",108.00,9
1974,D103035,볶음류,채소 및 해조류볶음,"버섯볶음(양송이버섯, 소고기)",129.00,11
1975,D103036,볶음류,채소 및 해조류볶음,"버섯볶음(표고버섯, 소고기)",129.00,11
1976,D103037,볶음류,채소 및 해조류볶음,부추볶음,70.00,7
1977,D103038,볶음류,채소 및 해조류볶음,부추볶음(계란),90.00,8
1978,D103039,볶음류,채소 및 해조류볶음,부추볶음(돼지고기),80.00,8
1979,D103040,볶음류,채소 및 해조류볶음,야채볶음,60.00,7
1980,D103041,볶음류,채소 및 해조류볶음,야채볶음(닭고기),145.00,13
1981,D103042,볶음류,채소 및 해조류볶음,야채볶음(양송이버섯),70.00,8
1982,D103043,볶음류,채소 및 해조류볶음,야채볶음(어묵),80.00,8
1983,D103044,볶음류,채소 및 해조류볶음,야채볶음(표고버섯),70.00,8
1984,D103045,볶음류,채소 및 해조류볶음,양배추볶음,66.00,5
1985,D103046,볶음류,채소 및 해조류볶음,양파볶음,77.00,5
1986,D103047,볶음류,채소 및 해조류볶음,오이볶음,87.00,7
1987,D103048,볶음류,채소 및 해조류볶음,우거지볶음,112.00,8
1988,D103049,볶음류,채소 및 해조류볶음,우엉볶음,72.00,8
1989,D103050,볶음류,채소 및 해조류볶음,죽순볶음,70.00,8
1990,D103051,볶음류,채소 및 해조류볶음,취나물볶음,47.00,7
1991,D103052,볶음류,채소 및 해조류볶음,취나물볶음(말린것),84.00,7
1992,D103053,볶음류,채소 및 해조류볶음,콩나물볶음,216.00,10
1993,D103054,볶음류,채소 및 해조류볶음,풋고추볶음,65.00,7
1994,D103055,볶음류,채소 및 해조류볶음,호박볶음,114.00,9
1995,D103056,볶음류,채소 및 해조류볶음,호박볶음(새우젓),124.00,10
1996,D103065,볶음류,채소 및 해조류볶음,청각볶음(청각조갯살볶음),416.00,7
1997,D103068,볶음류,채소 및 해조류볶음,가지볶음(양파),90.10,9
